"bedrooms","bathrooms","area","floors","yearbuilt","location","condition","garage","price"
"18","15","4381.6","1","1982","Rural","Fair","Yes","1149000.0"
"16","13","13583.0","3","1991","Rural","Fair","Yes","2321000.0"
"14","3","5840.8","1","1959","Rural","Fair","Yes","919000.0"
"9","20","8416.4","3","1945","Rural","Fair","Yes","1392000.0"
"15","17","4564.0","4","1936","Rural","Fair","Yes","1111000.0"
"12","20","7427.5","1","2004","Rural","Fair","Yes","1652000.0"
"7","8","4438.4","2","1959","Rural","Fair","Yes","706000.0"
"7","3","4702.6","4","1971","Rural","Fair","Yes","675000.0"
"15","16","7312.2","1","2011","Rural","Fair","Yes","1704000.0"
"13","4","7074.0","5","1945","Rural","Fair","Yes","1098000.0"
"20","10","9965.3","5","1980","Rural","Fair","Yes","1794000.0"
"19","16","9359.1","1","1944","Rural","Fair","Yes","1637000.0"
"2","15","4315.4","5","2010","Rural","Fair","Yes","981000.0"
"13","14","7716.5","5","1994","Rural","Fair","Yes","1573000.0"
"4","17","6347.5","2","2000","Rural","Fair","Yes","1225000.0"
"5","16","2930.8","2","2021","Rural","Fair","Yes","834000.0"
"14","5","4084.3","3","1997","Rural","Fair","Yes","943000.0"
"15","10","7710.0","1","1976","Rural","Fair","Yes","1313000.0"
"1","15","4199.4","5","2002","Rural","Fair","Yes","920000.0"
"20","9","9229.7","4","1971","Rural","Fair","Yes","1571000.0"
"16","8","7971.7","2","1953","Rural","Fair","Yes","1291000.0"
"2","2","1919.7","4","1914","Rural","Fair","Yes","271000.0"
"5","7","3177.7","4","1971","Rural","Fair","Yes","540000.0"
"13","6","7614.8","2","2001","Rural","Fair","Yes","1438000.0"
"6","4","2302.0","1","1990","Rural","Fair","Yes","433000.0"
"15","17","10542.0","4","2017","Rural","Fair","Yes","2343000.0"
"12","2","5589.5","1","1984","Rural","Fair","Yes","920000.0"
"20","14","7203.4","5","2005","Rural","Fair","Yes","1781000.0"
"14","8","7431.8","3","1937","Rural","Fair","Yes","1201000.0"
"10","18","6362.6","1","1978","Rural","Fair","Yes","1201000.0"
"7","14","4009.8","5","1993","Rural","Fair","Yes","929000.0"
"8","8","6044.4","1","1987","Rural","Fair","Yes","1005000.0"
"10","8","4464.4","4","1998","Rural","Fair","Yes","969000.0"
"19","14","9164.4","3","1947","Rural","Fair","Yes","1611000.0"
"1","13","4154.6","5","1991","Rural","Fair","Yes","819000.0"
"15","7","6620.3","2","1954","Rural","Fair","Yes","1110000.0"
"2","1","3542.0","2","1948","Rural","Fair","Yes","501000.0"
"14","16","7979.0","5","2004","Rural","Fair","Yes","1770000.0"
"6","18","6048.9","2","1973","Rural","Fair","Yes","1043000.0"
"10","20","10846.2","1","2008","Rural","Fair","Yes","2152000.0"
"18","15","5082.7","1","1977","Rural","Fair","Yes","1198000.0"
"9","11","2029.8","2","2019","Rural","Fair","Yes","689000.0"
"8","4","3693.8","1","1983","Rural","Fair","Yes","626000.0"
"3","14","3884.3","3","2012","Rural","Fair","Yes","877000.0"
"4","14","4854.0","1","1955","Rural","Fair","Yes","766000.0"
"19","20","14073.2","3","1997","Rural","Fair","Yes","2692000.0"
"16","8","7602.4","3","1991","Rural","Fair","Yes","1466000.0"
"6","7","5063.5","5","1932","Rural","Fair","Yes","771000.0"
"4","14","5671.2","4","1976","Rural","Fair","Yes","933000.0"
"6","16","4546.2","3","2009","Rural","Fair","Yes","1073000.0"
"19","12","3722.2","3","1973","Rural","Fair","Yes","1031000.0"
"18","15","8644.3","3","1965","Rural","Fair","Yes","1551000.0"
"4","15","3741.1","4","1990","Rural","Fair","Yes","808000.0"
"15","14","8098.3","3","2017","Rural","Fair","Yes","1880000.0"
"14","9","7998.5","2","1900","Rural","Fair","Yes","1262000.0"
"13","3","4873.1","3","1952","Rural","Fair","Yes","825000.0"
"12","13","9931.0","5","1986","Rural","Fair","Yes","1720000.0"
"14","14","7118.5","2","2012","Rural","Fair","Yes","1637000.0"
"19","8","10013.4","3","1975","Rural","Fair","Yes","1645000.0"
"14","15","13055.0","4","1935","Rural","Fair","Yes","1942000.0"
"7","10","3848.7","4","1970","Rural","Fair","Yes","712000.0"
"16","15","9252.1","2","1980","Rural","Fair","Yes","1658000.0"
"12","19","7087.2","3","2006","Rural","Fair","Yes","1633000.0"
"14","6","6835.4","3","1972","Rural","Fair","Yes","1116000.0"
"12","14","8986.8","5","1992","Rural","Fair","Yes","1692000.0"
"11","6","5999.0","1","1970","Rural","Fair","Yes","914000.0"
"12","6","5881.3","1","1985","Rural","Fair","Yes","1034000.0"
"5","11","4725.8","3","2012","Rural","Fair","Yes","1003000.0"
"9","10","6678.9","2","1958","Rural","Fair","Yes","1020000.0"
"7","16","4727.2","4","1932","Rural","Fair","Yes","909000.0"
"15","9","6838.0","3","1953","Rural","Fair","Yes","1183000.0"
"18","3","8586.8","5","2006","Rural","Fair","Yes","1746000.0"
"6","7","4374.5","1","1995","Rural","Fair","Yes","777000.0"
"1","13","1712.7","3","1969","Rural","Fair","Yes","433000.0"
"16","19","7379.3","5","1985","Rural","Fair","Yes","1609000.0"
"3","19","6975.4","5","2011","Rural","Fair","Yes","1466000.0"
"3","10","4250.0","2","1999","Rural","Fair","Yes","776000.0"
"16","14","10796.3","1","1963","Rural","Fair","Yes","1672000.0"
"4","1","2139.0","2","1998","Rural","Fair","Yes","363000.0"
"10","15","6752.3","5","1997","Rural","Fair","Yes","1414000.0"
"9","5","7312.0","1","1986","Rural","Fair","Yes","1123000.0"
"3","19","5386.8","2","1958","Rural","Fair","Yes","900000.0"
"9","1","3461.7","3","1956","Rural","Fair","Yes","563000.0"
"10","19","7084.8","1","1982","Rural","Fair","Yes","1336000.0"
"19","5","5667.1","4","1966","Rural","Fair","Yes","1107000.0"
"13","7","3316.6","5","1925","Rural","Fair","Yes","768000.0"
"2","15","4660.8","3","1973","Rural","Fair","Yes","783000.0"
"11","20","11951.8","3","2012","Rural","Fair","Yes","2433000.0"
"3","14","1983.7","1","1953","Rural","Fair","Yes","448000.0"
"8","17","6622.2","3","1999","Rural","Fair","Yes","1370000.0"
"12","4","5929.0","5","1981","Rural","Fair","Yes","1034000.0"
"9","8","4607.7","1","1970","Rural","Fair","Yes","758000.0"
"15","7","8759.8","4","1958","Rural","Fair","Yes","1358000.0"
"15","8","6039.5","3","1975","Rural","Fair","Yes","1117000.0"
"4","14","3343.2","2","1917","Rural","Fair","Yes","627000.0"
"4","13","5268.7","2","2009","Rural","Fair","Yes","1063000.0"
"20","9","11971.0","5","1983","Rural","Fair","Yes","2050000.0"
"20","9","10356.7","5","1981","Rural","Fair","Yes","1834000.0"
"2","1","1698.6","3","1981","Rural","Fair","Yes","256000.0"
"11","6","4305.2","2","1993","Rural","Fair","Yes","879000.0"
"13","13","6682.8","4","2022","Rural","Fair","Yes","1642000.0"
"5","6","3437.0","3","1931","Rural","Fair","Yes","533000.0"
"10","2","4086.3","3","1992","Rural","Fair","Yes","763000.0"
"1","11","2069.1","4","2012","Rural","Fair","Yes","557000.0"
"3","4","2616.0","1","2014","Rural","Fair","Yes","530000.0"
"14","4","6447.0","4","1939","Rural","Fair","Yes","1044000.0"
"10","7","5412.0","4","1914","Rural","Fair","Yes","892000.0"
"17","7","7815.4","2","1945","Rural","Fair","Yes","1282000.0"
"19","1","9170.7","3","1970","Rural","Fair","Yes","1395000.0"
"13","1","5498.1","5","1964","Rural","Fair","Yes","901000.0"
"17","9","5778.3","5","1954","Rural","Fair","Yes","1155000.0"
"1","10","2962.0","5","1959","Rural","Fair","Yes","536000.0"
"1","6","1711.7","4","1988","Rural","Fair","Yes","359000.0"
"14","3","7612.0","1","2006","Rural","Fair","Yes","1442000.0"
"14","10","8346.7","4","1980","Rural","Fair","Yes","1445000.0"
"19","16","12242.7","5","1994","Rural","Fair","Yes","2355000.0"
"6","13","4686.7","1","1982","Rural","Fair","Yes","849000.0"
"17","16","7846.5","4","1974","Rural","Fair","Yes","1511000.0"
"15","11","7002.7","3","1946","Rural","Fair","Yes","1236000.0"
"12","16","8668.1","5","1990","Rural","Fair","Yes","1665000.0"
"1","2","1669.8","3","1956","Rural","Fair","Yes","230000.0"
"20","9","8611.2","5","1962","Rural","Fair","Yes","1519000.0"
"2","11","2786.6","4","1958","Rural","Fair","Yes","521000.0"
"18","7","8403.3","2","1981","Rural","Fair","Yes","1478000.0"
"10","20","7229.6","5","1971","Rural","Fair","Yes","1329000.0"
"4","5","4052.8","3","1951","Rural","Fair","Yes","552000.0"
"4","4","1995.0","2","1948","Rural","Fair","Yes","303000.0"
"2","4","2355.0","2","1963","Rural","Fair","Yes","419000.0"
"14","15","11458.8","4","1997","Rural","Fair","Yes","2138000.0"
"10","14","7889.0","2","1982","Rural","Fair","Yes","1355000.0"
"5","3","1548.0","2","1935","Rural","Fair","Yes","317000.0"
"12","15","8837.6","4","2022","Rural","Fair","Yes","2014000.0"
"15","20","7642.9","1","2007","Rural","Fair","Yes","1788000.0"
"5","15","3190.2","5","1961","Rural","Fair","Yes","699000.0"
"20","18","13808.0","1","1934","Rural","Fair","Yes","2151000.0"
"16","1","6871.6","3","1971","Rural","Fair","Yes","1089000.0"
"16","10","9750.4","1","1962","Rural","Fair","Yes","1494000.0"
"8","3","3936.9","4","1993","Rural","Fair","Yes","732000.0"
"15","6","6003.4","1","2010","Rural","Fair","Yes","1315000.0"
"11","3","4808.9","1","2019","Rural","Fair","Yes","1035000.0"
"15","13","9512.5","1","1988","Rural","Fair","Yes","1709000.0"
"18","11","9262.2","3","1943","Rural","Fair","Yes","1542000.0"
"8","6","4139.6","4","1996","Rural","Fair","Yes","828000.0"
"16","20","10449.9","5","1948","Rural","Fair","Yes","1805000.0"
"3","3","2570.0","2","1991","Rural","Fair","Yes","458000.0"
"19","15","8604.6","1","2016","Rural","Fair","Yes","2039000.0"
"19","4","9792.8","5","1955","Rural","Fair","Yes","1525000.0"
"16","10","7744.4","5","1988","Rural","Fair","Yes","1520000.0"
"8","19","6184.3","1","2013","Rural","Fair","Yes","1426000.0"
"20","14","8599.7","2","2015","Rural","Fair","Yes","2049000.0"
"10","11","8195.0","4","1963","Rural","Fair","Yes","1248000.0"
"6","1","2272.9","3","1940","Rural","Fair","Yes","367000.0"
"10","13","4131.6","4","1946","Rural","Fair","Yes","869000.0"
"19","11","5233.4","1","1992","Rural","Fair","Yes","1268000.0"
"5","3","3123.0","2","1985","Rural","Fair","Yes","489000.0"
"12","9","7307.3","3","1996","Rural","Fair","Yes","1392000.0"
"14","9","8153.9","2","1931","Rural","Fair","Yes","1278000.0"
"15","14","8958.8","5","1977","Rural","Fair","Yes","1592000.0"
"19","18","12518.8","3","2001","Rural","Fair","Yes","2509000.0"
"8","4","3019.2","1","2007","Rural","Fair","Yes","639000.0"
"15","16","7075.0","4","1974","Rural","Fair","Yes","1379000.0"
"4","19","8020.2","4","1965","Rural","Fair","Yes","1224000.0"
"15","9","10906.9","5","1959","Rural","Fair","Yes","1629000.0"
"5","2","1512.0","2","1991","Rural","Fair","Yes","344000.0"
"4","7","3818.7","2","1959","Rural","Fair","Yes","550000.0"
"5","16","6661.0","5","2022","Rural","Fair","Yes","1507000.0"
"9","18","5377.2","4","2022","Rural","Fair","Yes","1413000.0"
"5","13","5541.8","3","1984","Rural","Fair","Yes","967000.0"
"9","11","5339.8","1","1935","Rural","Fair","Yes","887000.0"
"14","1","5217.7","2","1990","Rural","Fair","Yes","981000.0"
"15","3","7469.2","4","1911","Rural","Fair","Yes","1155000.0"
"14","9","5923.6","5","1960","Rural","Fair","Yes","1095000.0"
"18","5","4927.8","1","2003","Rural","Fair","Yes","1165000.0"
"12","9","4353.5","2","2020","Rural","Fair","Yes","1114000.0"
"4","11","3791.6","5","2002","Rural","Fair","Yes","815000.0"
"10","5","4083.9","3","1951","Rural","Fair","Yes","706000.0"
"8","10","3221.1","5","1990","Rural","Fair","Yes","767000.0"
"19","19","9234.9","2","1956","Rural","Fair","Yes","1693000.0"
"2","3","2507.8","5","1980","Rural","Fair","Yes","394000.0"
"10","8","7244.4","5","1980","Rural","Fair","Yes","1198000.0"
"11","14","8193.1","3","1999","Rural","Fair","Yes","1608000.0"
"2","5","1782.9","4","1987","Rural","Fair","Yes","348000.0"
"19","8","6036.5","5","1988","Rural","Fair","Yes","1347000.0"
"1","2","828.4","5","1935","Rural","Fair","Yes","174000.0"
"8","4","5059.3","4","1935","Rural","Fair","Yes","752000.0"
"9","20","11315.8","5","1967","Rural","Fair","Yes","1718000.0"
"6","12","5546.6","3","2000","Rural","Fair","Yes","1088000.0"
"11","1","5339.4","5","1959","Rural","Fair","Yes","835000.0"
"3","13","4117.3","5","1950","Rural","Fair","Yes","708000.0"
"10","1","5330.2","3","1978","Rural","Fair","Yes","829000.0"
"16","14","3247.6","5","2007","Rural","Fair","Yes","1113000.0"
"20","5","6844.9","1","1976","Rural","Fair","Yes","1254000.0"
"9","15","8121.0","3","1986","Rural","Fair","Yes","1431000.0"
"19","15","14074.7","3","2023","Rural","Fair","Yes","3069000.0"
"6","17","7247.0","3","1984","Rural","Fair","Yes","1267000.0"
"3","6","1559.8","4","2010","Rural","Fair","Yes","384000.0"
"12","7","9554.4","5","2022","Rural","Fair","Yes","2005000.0"
"4","3","2770.0","1","1919","Rural","Fair","Yes","471000.0"
"11","3","6531.8","2","2000","Rural","Fair","Yes","1174000.0"
"12","15","2201.1","5","1975","Rural","Fair","Yes","786000.0"
"3","3","2761.0","2","1959","Rural","Fair","Yes","569000.0"
"14","4","7848.1","2","1934","Rural","Fair","Yes","1157000.0"
"13","3","6139.6","5","1975","Rural","Fair","Yes","1018000.0"
"15","5","8105.6","4","1955","Rural","Fair","Yes","1256000.0"
"12","2","5128.5","5","1951","Rural","Fair","Yes","838000.0"
"19","20","10572.5","2","1990","Rural","Fair","Yes","2108000.0"
"19","4","7116.5","1","1924","Rural","Fair","Yes","1192000.0"
"3","10","4493.9","2","1970","Rural","Fair","Yes","647000.0"
"2","4","4929.0","3","1994","Rural","Fair","Yes","931000.0"
"17","10","11825.4","2","1958","Rural","Fair","Yes","1745000.0"
"16","6","8965.9","2","1954","Rural","Fair","Yes","1357000.0"
"18","19","10983.1","5","1991","Rural","Fair","Yes","2176000.0"
"17","8","8398.9","3","1978","Rural","Fair","Yes","1453000.0"
"18","9","9170.4","2","2013","Rural","Fair","Yes","1976000.0"
"1","1","4348.0","1","1901","Rural","Fair","Yes","535000.0"
"6","9","3221.8","2","1933","Rural","Fair","Yes","575000.0"
"3","1","4951.0","2","1962","Rural","Fair","Yes","703000.0"
"6","4","8423.7","4","1980","Rural","Fair","Yes","1118000.0"
"7","14","6020.0","5","2003","Rural","Fair","Yes","1268000.0"
"16","20","13425.6","2","2005","Rural","Fair","Yes","2651000.0"
"10","6","6594.4","2","1969","Rural","Fair","Yes","965000.0"
"19","10","7861.2","3","1956","Rural","Fair","Yes","1406000.0"
"15","13","8437.0","4","1994","Rural","Fair","Yes","1685000.0"
"14","3","7122.9","5","1987","Rural","Fair","Yes","1258000.0"
"15","1","6621.2","1","1966","Rural","Fair","Yes","1005000.0"
"8","11","4097.9","2","1948","Rural","Fair","Yes","750000.0"
"17","2","6105.3","2","1976","Rural","Fair","Yes","1059000.0"
"18","16","7852.3","1","1957","Rural","Fair","Yes","1458000.0"
"11","9","9114.2","3","1979","Rural","Fair","Yes","1412000.0"
"12","4","5051.9","1","1972","Rural","Fair","Yes","815000.0"
"7","9","5799.2","2","1930","Rural","Fair","Yes","863000.0"
"4","1","1010.0","3","1925","Rural","Fair","Yes","224000.0"
"3","1","1045.0","2","1953","Rural","Fair","Yes","194000.0"
"3","3","1698.4","3","1957","Rural","Fair","Yes","251000.0"
"11","5","6375.3","2","1952","Rural","Fair","Yes","949000.0"
"12","18","8990.9","3","1987","Rural","Fair","Yes","1677000.0"
"15","12","6468.2","1","1970","Rural","Fair","Yes","1170000.0"
"20","7","8786.5","5","1973","Rural","Fair","Yes","1527000.0"
"11","4","2340.1","4","2010","Rural","Fair","Yes","667000.0"
"15","18","5282.9","2","2020","Rural","Fair","Yes","1504000.0"
"9","19","7345.3","3","2011","Rural","Fair","Yes","1643000.0"
"16","17","12810.6","3","1939","Rural","Fair","Yes","1962000.0"
"9","6","5405.3","2","2010","Rural","Fair","Yes","1089000.0"
"19","11","10372.4","5","2021","Rural","Fair","Yes","2376000.0"
"12","15","6447.1","5","1960","Rural","Fair","Yes","1207000.0"
"9","12","8752.3","1","1967","Rural","Fair","Yes","1253000.0"
"11","14","10213.5","3","1987","Rural","Fair","Yes","1730000.0"
"8","19","6113.8","1","1984","Rural","Fair","Yes","1189000.0"
"15","11","6812.5","4","1971","Rural","Fair","Yes","1235000.0"
"8","4","4800.8","5","1968","Rural","Fair","Yes","741000.0"
"8","1","5091.6","3","2002","Rural","Fair","Yes","908000.0"
"3","8","4285.6","3","2010","Rural","Fair","Yes","820000.0"
"13","6","2975.9","5","2021","Rural","Fair","Yes","907000.0"
"11","17","7219.3","2","1973","Rural","Fair","Yes","1273000.0"
"7","13","7028.0","5","1935","Rural","Fair","Yes","1105000.0"
"1","15","4858.2","4","1961","Rural","Fair","Yes","805000.0"
"3","17","6106.0","5","2010","Rural","Fair","Yes","1289000.0"
"4","2","2693.0","2","1937","Rural","Fair","Yes","436000.0"
"15","14","9701.2","4","1993","Rural","Fair","Yes","1857000.0"
"18","4","7031.0","4","1996","Rural","Fair","Yes","1430000.0"
"8","10","5348.1","1","1971","Rural","Fair","Yes","847000.0"
"1","11","2093.7","4","2004","Rural","Fair","Yes","540000.0"
"8","2","3859.5","3","1971","Rural","Fair","Yes","580000.0"
"10","2","3214.7","2","1993","Rural","Fair","Yes","639000.0"
"11","9","7711.0","4","1998","Rural","Fair","Yes","1456000.0"
"15","9","8335.1","2","2023","Rural","Fair","Yes","1877000.0"
"7","15","7682.8","4","1953","Rural","Fair","Yes","1193000.0"
"5","2","1059.7","3","1982","Rural","Fair","Yes","233000.0"
"2","2","4260.0","1","1907","Rural","Fair","Yes","648000.0"
"10","4","4637.1","2","2021","Rural","Fair","Yes","1027000.0"
"13","8","5960.8","5","1902","Rural","Fair","Yes","1056000.0"
"3","10","3452.2","4","1965","Rural","Fair","Yes","571000.0"
"8","14","2304.9","2","2009","Rural","Fair","Yes","734000.0"
"5","11","6238.7","4","1992","Rural","Fair","Yes","1093000.0"
"12","3","5722.0","3","1946","Rural","Fair","Yes","887000.0"
"18","11","8778.9","4","1995","Rural","Fair","Yes","1780000.0"
"11","19","9067.6","5","1989","Rural","Fair","Yes","1733000.0"
"2","18","6134.5","3","1967","Rural","Fair","Yes","974000.0"
"2","1","3952.0","1","1977","Rural","Fair","Yes","673000.0"
"12","9","8949.5","2","1991","Rural","Fair","Yes","1541000.0"
"18","2","9004.9","5","1996","Rural","Fair","Yes","1674000.0"
"18","10","10691.4","4","1938","Rural","Fair","Yes","1685000.0"
"11","10","6838.8","1","2021","Rural","Fair","Yes","1510000.0"
"7","7","4494.2","2","2003","Rural","Fair","Yes","879000.0"
"5","2","2669.0","2","1988","Rural","Fair","Yes","511000.0"
"1","11","2878.8","3","1984","Rural","Fair","Yes","565000.0"
"13","13","11547.4","1","1988","Rural","Fair","Yes","1911000.0"
"1","20","4839.5","5","2012","Rural","Fair","Yes","1163000.0"
"2","3","1070.9","5","1932","Rural","Fair","Yes","217000.0"
"9","10","6519.1","3","1907","Rural","Fair","Yes","1019000.0"
"14","3","7743.1","2","1978","Rural","Fair","Yes","1200000.0"
"12","4","6336.4","3","1952","Rural","Fair","Yes","967000.0"
"18","16","5773.4","1","1930","Rural","Fair","Yes","1246000.0"
"8","19","7046.6","1","1936","Rural","Fair","Yes","1180000.0"
"3","2","2457.2","2","1997","Rural","Fair","Yes","378000.0"
"12","1","2060.4","1","2002","Rural","Fair","Yes","547000.0"
"6","3","2325.7","1","2012","Rural","Fair","Yes","483000.0"
"8","8","4702.9","2","2021","Rural","Fair","Yes","1060000.0"
"12","10","4312.2","5","1958","Rural","Fair","Yes","899000.0"
"18","2","5994.3","2","1985","Rural","Fair","Yes","1141000.0"
"1","19","4151.1","4","1977","Rural","Fair","Yes","838000.0"
"16","2","7176.3","5","2005","Rural","Fair","Yes","1461000.0"
"1","14","1845.1","1","1997","Rural","Fair","Yes","496000.0"
"1","17","6243.2","5","1974","Rural","Fair","Yes","1023000.0"
"8","18","8250.4","4","1971","Rural","Fair","Yes","1333000.0"
"13","3","6270.4","2","2005","Rural","Fair","Yes","1227000.0"
"20","14","7694.9","1","1988","Rural","Fair","Yes","1626000.0"
"4","4","1679.0","1","1938","Rural","Fair","Yes","269000.0"
"7","18","4865.0","5","2002","Rural","Fair","Yes","1169000.0"
"13","3","5139.9","1","1999","Rural","Fair","Yes","1008000.0"
"18","11","8503.9","2","1997","Rural","Fair","Yes","1735000.0"
"14","19","12419.8","4","1984","Rural","Fair","Yes","2134000.0"
"13","16","6467.4","5","1959","Rural","Fair","Yes","1252000.0"
"17","5","6137.0","2","1941","Rural","Fair","Yes","1075000.0"
"3","10","5010.8","5","1976","Rural","Fair","Yes","779000.0"
"17","12","9255.4","4","1998","Rural","Fair","Yes","1872000.0"
"7","8","2818.4","5","1960","Rural","Fair","Yes","585000.0"
"8","17","7640.3","1","1988","Rural","Fair","Yes","1373000.0"
"11","20","12635.7","4","1902","Rural","Fair","Yes","1888000.0"
"16","14","5366.4","4","1990","Rural","Fair","Yes","1296000.0"
"11","16","7007.3","1","1957","Rural","Fair","Yes","1197000.0"
"7","9","5821.3","1","1936","Rural","Fair","Yes","850000.0"
"19","16","8100.8","4","1903","Rural","Fair","Yes","1553000.0"
"6","16","6207.1","1","2007","Rural","Fair","Yes","1278000.0"
"4","3","513.0","3","1948","Rural","Fair","Yes","197000.0"
"13","13","6784.2","5","1975","Rural","Fair","Yes","1267000.0"
"18","2","8806.2","2","1915","Rural","Fair","Yes","1318000.0"
"12","14","5966.5","5","1957","Rural","Fair","Yes","1140000.0"
"17","15","7811.5","5","2001","Rural","Fair","Yes","1773000.0"
"20","1","8459.2","2","1925","Rural","Fair","Yes","1333000.0"
"11","14","5881.4","1","2017","Rural","Fair","Yes","1393000.0"
"1","3","3252.0","1","1984","Rural","Fair","Yes","521000.0"
"9","13","7489.0","5","1963","Rural","Fair","Yes","1202000.0"
"10","12","6510.9","2","2022","Rural","Fair","Yes","1509000.0"
"13","2","3802.9","4","1973","Rural","Fair","Yes","724000.0"
"17","17","8311.7","4","1988","Rural","Fair","Yes","1726000.0"
"14","10","5238.4","3","1991","Rural","Fair","Yes","1149000.0"
"12","11","10606.2","4","2021","Rural","Fair","Yes","2224000.0"
"5","18","8011.5","4","2016","Rural","Fair","Yes","1693000.0"
"8","20","8550.8","5","1998","Rural","Fair","Yes","1709000.0"
"5","1","1166.0","1","1962","Rural","Fair","Yes","225000.0"
"20","14","11237.0","5","1986","Rural","Fair","Yes","2097000.0"
"15","4","5844.3","1","2010","Rural","Fair","Yes","1255000.0"
"11","3","3517.3","3","1978","Rural","Fair","Yes","670000.0"
"14","16","6548.6","3","1985","Rural","Fair","Yes","1375000.0"
"2","2","2217.4","4","1925","Rural","Fair","Yes","301000.0"
"3","10","3874.2","4","1937","Rural","Fair","Yes","614000.0"
"13","3","6818.7","1","2023","Rural","Excellent","Yes","1922000.0"
"12","13","7634.9","4","2022","Rural","Excellent","Yes","2303000.0"
"20","7","6250.8","2","2021","Rural","Excellent","Yes","2026000.0"
"20","9","6659.6","3","2023","Rural","Excellent","Yes","2197000.0"
"5","4","3193.8","4","2016","Rural","Excellent","Yes","882000.0"
"9","5","4695.6","2","2001","Rural","Excellent","Yes","1182000.0"
"10","4","5606.4","3","2009","Rural","Excellent","Yes","1465000.0"
"3","5","2646.9","5","2015","Rural","Excellent","Yes","736000.0"
"11","19","9856.3","5","2016","Rural","Excellent","Yes","2820000.0"
"11","4","7662.5","1","1974","Rural","Excellent","Yes","1415000.0"
"9","6","5016.6","1","2014","Rural","Excellent","Yes","1366000.0"
"15","2","9138.6","5","1994","Rural","Excellent","Yes","2090000.0"
"18","6","9018.6","3","2017","Rural","Excellent","Yes","2558000.0"
"8","13","5006.2","3","1911","Rural","Excellent","Yes","1104000.0"
"8","19","8132.5","5","2015","Rural","Excellent","Yes","2341000.0"
"8","17","3453.8","5","2004","Rural","Excellent","Yes","1190000.0"
"13","15","9513.0","2","2014","Rural","Excellent","Yes","2641000.0"
"15","15","10699.5","5","1994","Rural","Excellent","Yes","2614000.0"
"2","3","3001.0","3","1903","Rural","Excellent","Yes","601000.0"
"16","20","12519.4","5","2022","Rural","Excellent","Yes","3699000.0"
"9","1","4033.4","2","1998","Rural","Excellent","Yes","974000.0"
"7","8","2267.4","2","1989","Rural","Excellent","Yes","654000.0"
"5","12","5346.4","4","2008","Rural","Excellent","Yes","1434000.0"
"4","1","2497.0","2","2004","Rural","Excellent","Yes","579000.0"
"19","2","12243.3","4","2016","Rural","Excellent","Yes","3237000.0"
"13","11","3821.5","4","2006","Rural","Excellent","Yes","1280000.0"
"4","16","5462.6","3","2021","Rural","Excellent","Yes","1619000.0"
"7","10","3371.4","5","1991","Rural","Excellent","Yes","943000.0"
"19","12","13311.7","1","2023","Rural","Excellent","Yes","3781000.0"
"20","19","10037.5","3","2005","Rural","Excellent","Yes","2857000.0"
"6","20","6445.9","2","2019","Rural","Excellent","Yes","1933000.0"
"2","20","2169.0","5","2012","Rural","Excellent","Yes","888000.0"
"7","14","4644.2","4","2007","Rural","Excellent","Yes","1363000.0"
"15","17","7941.6","4","2003","Rural","Excellent","Yes","2251000.0"
"20","20","11948.9","1","2014","Rural","Excellent","Yes","3432000.0"
"2","19","4119.4","3","2019","Rural","Excellent","Yes","1318000.0"
"19","17","9380.4","2","1989","Rural","Excellent","Yes","2375000.0"
"6","7","5830.6","4","2020","Rural","Excellent","Yes","1597000.0"
"17","15","12170.1","1","2019","Rural","Excellent","Yes","3425000.0"
"15","17","7733.8","3","2023","Rural","Excellent","Yes","2472000.0"
"2","15","3983.8","1","2014","Rural","Excellent","Yes","1148000.0"
"20","19","11821.6","4","2023","Rural","Excellent","Yes","3622000.0"
"3","18","5119.0","5","2016","Rural","Excellent","Yes","1533000.0"
"13","12","1992.4","4","2010","Rural","Excellent","Yes","933000.0"
"4","8","2337.8","1","2004","Rural","Excellent","Yes","640000.0"
"14","10","9126.9","1","2017","Rural","Excellent","Yes","2524000.0"
"20","13","10859.7","2","1994","Rural","Excellent","Yes","2688000.0"
"16","6","7358.0","5","2020","Rural","Excellent","Yes","2200000.0"
"1","4","2509.0","1","1970","Rural","Excellent","Yes","493000.0"
"11","20","13651.3","1","2021","Rural","Excellent","Yes","3757000.0"
"8","3","1544.5","1","1988","Rural","Excellent","Yes","444000.0"
"4","1","1785.1","3","1978","Rural","Excellent","Yes","366000.0"
"6","1","3189.3","2","2015","Rural","Excellent","Yes","834000.0"
"15","16","9679.0","3","2021","Rural","Excellent","Yes","2883000.0"
"18","10","9412.9","5","2019","Rural","Excellent","Yes","2783000.0"
"14","20","9918.9","1","2013","Rural","Excellent","Yes","2813000.0"
"12","19","8630.3","4","1999","Rural","Excellent","Yes","2289000.0"
"15","9","7275.5","1","1993","Rural","Excellent","Yes","1796000.0"
"10","5","4844.3","2","2020","Rural","Excellent","Yes","1402000.0"
"14","8","5220.6","1","2009","Rural","Excellent","Yes","1525000.0"
"12","4","2525.5","1","2019","Rural","Excellent","Yes","874000.0"
"10","15","4462.9","4","1998","Rural","Excellent","Yes","1346000.0"
"11","19","11827.2","5","2018","Rural","Excellent","Yes","3307000.0"
"20","11","7321.8","1","2018","Rural","Excellent","Yes","2295000.0"
"4","15","4937.8","5","1962","Rural","Excellent","Yes","1060000.0"
"5","9","3895.5","4","2000","Rural","Excellent","Yes","1018000.0"
